info: 3/12/2023, 7:33:22 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 11:46:04 AM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 11:46:11 AM :   :  visitante accedio al login
info: 6/8/2023, 11:46:17 AM :  visitante logro de logearse con el usuario  fa 
info: 6/8/2023, 11:46:21 AM :  el usuario se ha deslogeado  fa 
info: 6/8/2023, 12:08:29 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:08:34 PM :   :  visitante accedio al login
info: 6/8/2023, 12:08:40 PM :  visitante accedio al registro
info: 6/8/2023, 12:08:44 PM :   :  visitante accedio al login
info: 6/8/2023, 12:09:11 PM :  visitante accedio al registro
info: 6/8/2023, 12:09:14 PM :   :  visitante accedio al login
info: 6/8/2023, 12:09:14 PM :  visitante accedio al registro
info: 6/8/2023, 12:09:33 PM :  visitante accedio al registro
info: 6/8/2023, 12:09:35 PM :  visitante accedio al registro
info: 6/8/2023, 12:09:38 PM :  visitante accedio al registro
info: 6/8/2023, 12:09:50 PM :  visitante accedio al registro
info: 6/8/2023, 12:09:59 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:10:00 PM :   :  visitante accedio al login
info: 6/8/2023, 12:10:03 PM :  visitante accedio al recuperacion
info: 6/8/2023, 12:13:19 PM :   :  visitante accedio al login
info: 6/8/2023, 12:13:20 PM :  visitante accedio al registro
info: 6/8/2023, 12:15:31 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:15:33 PM :  visitante accedio al registro
info: 6/8/2023, 12:18:11 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:18:15 PM :   :  visitante accedio al login
info: 6/8/2023, 12:18:17 PM :  visitante accedio al registro
info: 6/8/2023, 12:19:52 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:19:55 PM :  visitante accedio al registro
info: 6/8/2023, 12:23:35 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:23:36 PM :   :  visitante accedio al login
info: 6/8/2023, 12:23:39 PM :  visitante accedio al registro
info: 6/8/2023, 12:23:48 PM :  visitante no pudo resgistrarse ya que el usuario agregado ya existe 
info: 6/8/2023, 12:23:52 PM :  visitante accedio al registro
info: 6/8/2023, 12:24:49 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:25:06 PM :  visitante no pudo resgistrarse ya que el usuario agregado ya existe 
info: 6/8/2023, 12:25:09 PM :  visitante accedio al registro
info: 6/8/2023, 12:25:14 PM :  visitante se registro de manera exitosa para el usuario : espejofabian@gmail.com
info: 6/8/2023, 12:25:17 PM :   :  visitante accedio al login
info: 6/8/2023, 12:26:48 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:26:51 PM :   :  visitante accedio al login
info: 6/8/2023, 12:43:14 PM :  visitante accedio al recuperacion
info: 6/8/2023, 12:43:20 PM :  visitante accedio al registro
info: 6/8/2023, 12:44:00 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:44:02 PM :   :  visitante accedio al login
info: 6/8/2023, 12:44:27 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:44:41 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:44:41 PM :   :  visitante accedio al login
info: 6/8/2023, 12:45:31 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:45:35 PM :  visitante logro de logearse con el usuario  espejofabian@gmail.com 
info: 6/8/2023, 12:49:09 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:49:12 PM :   :  visitante accedio al login
info: 6/8/2023, 12:49:15 PM :  visitante trato de logearse con el usuario  fabian.espejo@teledisca.com pero ha fallado 
info: 6/8/2023, 12:49:17 PM :   :  visitante accedio al login
info: 6/8/2023, 12:49:23 PM :  visitante logro de logearse con el usuario  espejofabian@gmail.com 
info: 6/8/2023, 12:49:58 PM :  el usuario se ha deslogeado  espejofabian@gmail.com 
info: 6/8/2023, 12:50:09 PM :   :  visitante accedio al login
info: 6/8/2023, 12:50:15 PM :  visitante accedio al registro
info: 6/8/2023, 12:50:19 PM :   :  visitante accedio al login
info: 6/8/2023, 12:50:21 PM :  visitante accedio al recuperacion
info: 6/8/2023, 12:51:30 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:51:33 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:52:06 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:52:16 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:53:36 PM :  visitante accedio al recuperacion
info: 6/8/2023, 12:53:44 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:53:55 PM :  visitante accedio al recuperacion
info: 6/8/2023, 12:55:38 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:55:56 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:55:58 PM :  visitante accedio al recuperacion
info: 6/8/2023, 12:56:00 PM :  visitante accedio al recuperacion y el Correo :fabian.espejo@teledisca.com no encontrado
info: 6/8/2023, 12:56:25 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 12:57:28 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:32:25 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:32:52 PM :  visitante accedio al recuperacion y el Correo : fabian.espejo@teledisca.com no fue encontrado
info: 6/8/2023, 2:32:55 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:35:14 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:35:17 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:35:34 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:35:36 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:36:40 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:37:24 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:37:34 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:38:37 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:38:40 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:39:28 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:39:33 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:40:44 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:41:19 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:41:22 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:41:59 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:42:00 PM :  visitante accedio al recuperacion
info: 6/8/2023, 2:43:55 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:44:09 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 2:44:21 PM :  visitante accedio al recuperacion
info: 6/8/2023, 3:02:51 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 3:14:34 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 3:15:11 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 3:15:44 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 3:20:34 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 3:20:47 PM :  Servidor escuchando en el puerto:  3000
info: 6/8/2023, 3:20:52 PM :  visitante accedio al recuperacion
